Bezahlen mit;Typ;Restaurant;Adresse;PLZ;Ort;Kanton;Telefon;Website
;;Amarone;Städtle 29;9490;Vaduz;;00423 232 22 88;www.amaronevaduz.li
;;Ambassador;Seftigenstrasse 99;3007;Bern;BE;+41313709999;
;;Ambassador;Zürichstrasse 3;6004;Luzern;LU;+41414188100;www.de-la-paix.ch
;;Ambassador / Des Cheminots;Saflischstrasse 3;3900;Brig;VS;027 922 99 00;www.ambassador-brig.ch
;;Ambassador / Opera;Falkenstrasse 6;8008;Zürich;ZH;+41442589898;www.ambassadorhotel.ch
;;Ambiente;Parkallee 7;4123;Allschwil;BL;+41614853399;www.az-ambachgraben.ch
;;Ambros;Viaduktstrasse 37, Im Viadukt 25;8005;Zürich;ZH;043 960 36 06;www.ambrosi.ch
;;Ambrosia;Zwingerstrasse 21;4053;Basel;BS;061 365 10 33;www.ambrosia.sv-group.ch
;;Ami;Schaffhauserstrasse 448;8050;Zürich;ZH;+41433001420;www.cafeami.ch
;;Amici;Schaffhauserstrasse 113;8057;Zürich;ZH;044 361 21 14;
;;Amici miei;Werkstrasse 2 c;8630;Rüti ZH;ZH;055 244 60 60;amici-miei.ch
;;Amigo;Bahnhofstrasse 40;8157;Dielsdorf;ZH;044 888 63 63;www.amigo-pizza.ch
;;amo;Avry Centre;1754;Avry-sur-Matran;GE;;www.autogrill.ch
;;amore;General-Wille-Strasse 18;8002;Zürich;ZH;044 280 08 08;www.bistroamore.ch
;;Amore mio;Grabenackerstrasse 24;8156;Oberhasli;ZH;076 332 55 82;
;;Amtshaus;Amtshausgasse 1;4410;Liestal;BS;061 262 06 62;
;;Amtshaus V;Werdmühleplatz 3;8001;Zürich;ZH;044 412 21 50;
;;Amtshaus VI;Lindenhofstrasse 19;8001;Zürich;ZH;044 412 20 12;
;;Amtshaus Walche;Walchestrasse 31;8006;Zürich;ZH;044 412 23 91;
;;Anacapri;Via Clemente Maraini;6900;Lugano;TI;091 922 53 00;www.anacapri.ch
;;Anatolia;Leonhardsberg 1;4051;Basel;BS;+41612611444;
;;Anatolia;Hinterdorf 1;9492;Eschen;;00423 378 95 49;
;;Anatolien;Grand Rue 20;1110;Morges;VD;021 803 19 90;
;;Anatolien Food;Badenerstrasse 1;8952;Schlieren;ZH;076 512 03 00;
;;Anaxo;Hohenrainstrasse 12c;4133;Pratteln;BL;061 825 67 60;www.wwsag.ch
;;Andrew's Eatery;Oberneuhofstrasse 12;6340;Baar;ZG;041 761 98 26;
;;Andrew's garden;Baarermatte;6340;Baar;ZG;041 761 98 26;www.andrewsgarden.ch
;;Andulino;Richtiplatz 4;8304;Wallisellen;ZH;044 830 21 21;www.andulino.ch
;;Ange;Route de l'Intyamon 103;1669;Albeuve;FR;026 928 11 13;www.aubergedelange.ch
;;Angel Break Coffee;Centro Galleria 3;6928;Manno;TI;091 224 32 66;
;;Angels Point;Ifangstrasse 12;8302;Kloten;ZH;044 813 03 70;
;;Angkor;Giessereistrasse 18;8005;Zürich;ZH;+41432052888;www.restaurant-angkor.ch
;;Angolo;Löwenplatz 11;6004;Luzern;LU;041 410 50 30;
;;Angolo;Bösch 108;6331;Hünenberg;ZG;+41417832929;
;;Angolo Pizza;Baarerstrasse 135;6300;Zug;ZG;041 761 48 88;
;;Anker;Kornhausplatz 16;3011;Bern;BE;031 311 11 13;http://restaurant-anker.ch
;;Anker;Pilatusstrasse 36;6003;Luzern;LU;041 220 88 00;www.hotel-restaurant-anker.ch
;;Antica;Rue Marterey 9;1005;Lausanne;VD;021 312 19 33;
;;Antica Roma;Sihlamtsstrasse 5;8001;Zürich;ZH;044 280 26 20;www.antica-roma.ch
;;Antica Roma;Rue Saint-Maurice 13;2525;Le Landeron;NE;032 751 50 49;
;;Antichi Sapori;Sattelgasse 3;4051;Basel;BL;061 261 32 61;www.antichi-sapori.ch
;;Antikenmuseum;St. Alban-Graben 5;4051;Basel;BS;061 201 12 30;www.antikenmuseumbasel.ch
;;Antonio;Hardturmstrasse 133;8005;Zürich;ZH;+41438182388;
;;Antonio;Zelglistrasse 15;8311;Brütten;ZH;+41523451193;
;;Anytime;Langstrasse 18;8004;Zürich;ZH;043 317 12 45;
;;A-One Business Center;Z.A. La Pièce 8;1180;Rolle;VD;021 826 16 43;www-eldora.ch
;;Aparthotel;Mattenstrasse 1;6343;Rotkreuz;ZG;+41417994999;www.aparthotel-rotkreuz.ch
;;Apollo;Ueberlandstrasse 14;8051;Zürich;ZH;+41443116100;
;;apoTHEKE;Zürichbergstrasse 17;8032;Zürich;ZH;044 260 82 82;www.apotheke-zh.ch
;;Appenzeller Schaukäserei;Dorf 711;9063;Stein AR;AR;+41713685070;www.schaukaeserei.ch
;;Approdo;Via S. Gottardo 19;6648;Minusio;TI;091 225 81 19;www.lapprodo.ch
;;Appunto;Aarwangenstrasse 2, Manor Warenhaus Langenthal;4900;Langenthal;BE;062 919 16 99;www.manor.ch
;;Appunto;Bahnhofstrasse 32, Manor Warenhaus Chur;7000;Chur;GR;081 255 86 99;www.manor.ch
;;Appunto;Rue du Lac 40, Manor Warenhaus Yverdon;1400;Yverdon-les-Bains;VD;024 424 06 99;www.manor.ch
;;Appunto;Viale Stazione 5, Manor Warenhaus Bellinzona;6501;Bellinzona;TI;091 823 86 99;www.manor.ch
;;Appunto;Piazza grande 2, Manor Warenhaus Locarno;6600;Locarno;TI;091 756 86 99;www.manor.ch
;;Appunto;Via Losanna 2, Manor Warenhaus Biasca;6710;Biasca;TI;091 873 96 99;www.manor.ch
;;Appunto;Rue de la gare 35, Manor Warenhaus Nyon;1260;Nyon;VD;022 994 46 99;www.manor.ch
;;Appunto;ShoppingCenter,ManorWarenhausSpreitenbach;8957;Spreitenbach;AG;056 417 96 99;www.manor.ch
;;Aqualino;Hardhof 9;8021;Zürich;ZH;;
;;Arabelle (ZFV);Mittelstrasse 6;3012;Bern;BE;031 301 03 05;www.sorellhotels.com
;;Arancini da Salvi;Vorhard;5312;Döttingen;AG;056 245 01 69;
;;Ararat;Bertastrasse 1;8003;Zürich;ZH;+41444515222;
;;Arcade;Im Zentrum 14;8634;Hombrechtikon;ZH;+41552441313;
;;Arcade;Bahnhofplatz 1;5400;Baden;AG;+41562225608;
;;Arcade;Birmensdorferstrasse 67;8004;Zürich;ZH;+41442412163;
;;Arcade;Zentralstrasse 44;2502;Biel;BE;032 322 36 02;
;;Arcadia;Hauptstrasse 67;4702;Oensingen;SO;062 396 29 88;www.restaurant-arcadia.ch
;;Arc-en-ciel;Egglistrasse 24;3780;Gstaad;BE;+41337484343;www.arc-en-ciel.ch
;;Arche Brockenhaus;Hohlstrasse 489;8048;Zürich;ZH;+41433363000;www.archezuerich.ch
;;Arcobaleno;Via Stazione 9;6987;Caslano;TI;091 606 42 62;
;;Arcoop;Rue des Noirettes 32;1227;Carouge GE;GE;+41223424243;
;;Arena;Zentralstrasse 28;8610;Uster;ZH;+41434978560;www.arenagelati.ch
;;Arena;Kasernenstrasse 57 a;4410;Liestal;BL;061 921 02 60;
;;Arena;Doggilochstrasse 51;7250;Klosters;GR;081 410 21 41;www.restaurant-sportzentrum.ch
;;Argentina;Regensdorferstrasse 22;8049;Zürich;ZH;+41433115633;www.argentina-steakhouse.ch
;;Argentina;Schlossweg 4;8610;Uster;ZH;+41449409090;www.argentina-steakhouse.ch
;;Argentina;Rudolfstrasse 15;8400;Winterthur;ZH;+41522035353;www.argentina-steakhouse.ch
;;Argentina;Thurgauerstrasse 36-38;8050;Zürich;ZH;+41432999060;www.argentina-steakhouse.ch
;;Argentino;Piazza Riforma;6900;Lugano;TI;;
;;Argiros Hirschfarm;Hittnauerstrasse 24;8345;Adetswil;ZH;043 833 61 07;www.argiroshirschfarm.ch
;;Argovia Rebstock;Hauptstrasse 54;5070;Frick;AG;062 873 50 70;
;;Arlecchino;Gartematt 3;8180;Bülach;ZH;+41448621662;www.pizza-arlecchino.ch
;;Arlequin Fornerod;Grand-Rue 58;1110;Morges;VD;021 801 21 24;www.fornerod.ch
;;Arnold;Schaffhauserstrasse 50;8152;Glattbrugg;ZH;044 810 63 16;www.metzgereiarnold.ch
;;Aroimak;;;;;079 839 84 19;www.aroimak.ch
;;Aroma;Auf der Lyss 14;4051;Basel;BS;061 333 11 50;www.a-roma.ch
;;Aroma;Asylstrasse 110;8032;Zürich;ZH;+41443802291;
;;Arosa Vetter Hotel;Seeblickstrasse;7050;Arosa;GR;+41813788000;
;;Artasia;Schwarzenburgstrasse 229;3098;Köniz;BE;+41319719676;
;;Arté;Chemin Antoine-Verchère 6;1217;Meyrin;GE;022 782 46 40;www.arte-cafe.ch
;;Arte (ZFV);Wigartestrasse 10;8957;Spreitenbach;AG;+41564184242;www.artespreitenbach.ch
;;Artigiano;Steinentorstrasse 26;4051;Basel;BS;077 508 66 54;
;;Artis Bistro AG;Kanalstrasse 30;9490;Vaduz;;00423 232 62 15;www.artisbistro.li
;;Artisan;Nordbrücke 4;8037;Zürich;ZH;044 501 35 71;www.theartisan.ch
;;Arunis;Hegenheimerstrasse 35;4055;Basel;BS;061 322 80 80;www.arunis-thai.ch
;;Ascot;Tessinerplatz 9;8002;Zürich;ZH;+41442081414;www.ascot.ch
;;Ascot;Bundesplatz 4;6300;Zug;ZG;+41417112968;www.cafe-ascot-zug.ch
;;Asia;Check-in 1;8060;Zürich-Flughafen;ZH;+41438166070;www.autogrill.ch
;;Asia Dim Sum;Kirchenstrasse 4;8887;Mels;SG;076 345 12 19;
;;Asia King;Agnesstrasse 65;8406;Winterthur;ZH;052 525 02 82;www.asiaking.ch
;;Asia Land;Hintere Bahnhofstrasse 4;8610;Uster;ZH;+41449423748;www.asia-tisch.ch
;;Asia Lin;Schwamendingenstrasse 21;8050;Zürich;ZH;+41433335941;www.lintakeaway.ch
;;Asia Lotus;Kirchgasse 27;8302;Kloten;ZH;044 803 08 08;www.asialotus.ch
;;Asiahouse;Städtchenstrasse 27;7320;Sargans;SG;081 723 72 77;www.asiahouse.restaurant
;;Asia-Kurier;Schlyffistrasse 10;8806;Bäch SZ;SZ;044 785 05 05;www.asia-kurier.ch
;;Asia-Kurier;Eisenbahnstrasse 8;8640;Rapperswil SG;SG;055 211 10 12;www.asia-kurier.ch
;;Asia-Mai;Entlebucherstrasse 43;6110;Wolhusen;LU;041 559 03 33;www.asia-mai.ch
;;Asian Dining;Altstetterstrasse 124;8048;Zürich;ZH;+41438117707;www.asia-tisch.ch
;;Asian Food Express;Münchensteinerstrasse 2;4052;Basel;BS;+41613333131;
;;Asian Garden;Usterstrasse 130;8620;Wetzikon ZH;ZH;044 251 99 99;www.asian-garden-wetzikon.ch
;;Asian Moon;Seefeldstrasse 40;8008;Zürich;ZH;044 770 22 22;www.asianmoon.ch
;;Asianart;Schreinerstrasse 64;8004;Zürich;ZH;044 240 08 88;www.asian-art.ch
;;Asia-Tisch;Hallwylstrasse 34;8004;Zürich;ZH;043 317 16 61;www.asia-tisch.ch
;;Asiaway;Schwamendingenstrasse 10;8050;Zürich;ZH;+41443108008;www.asiaway.ch
;;Asiaway;Archplatz 2;8400;Winterthur;ZH;044 312 80 08;www.asiaway.ch
;;Asia-Wok;Neustadt 62;8200;Schaffhausen;SH;+41526248688;www.asia-tisch.ch
;;äss.ch;Gellertstrasse 44;4052;Basel;BS;076 534 01 36;www.catering4my.ch
;;Astoria;Pilatusstrasse 29;6002;Luzern;LU;041 226 88 88;www.astoria-luzern.ch
;;Astoria;Hübelistrasse 15;4603;Olten;SO;062 212 12 12;www.astoria-olten.ch
;;Astoria;Wengistrasse 13;4500;Solothurn;SO;032 622 75 71;www.astoria-solothurn.ch
;;Astra Hotel;Place de la Gare 4;1800;Vevey;VD;021 925 04 04;www.astra-hotel.ch/brasserie-bar
;;ASVZ Tennis Bistro;Forrenweidstrasse 7;8044;Zürich;ZH;044 634 79 14;www.asvz.ch
;;Atelier;Talacker 16;8001;Zürich;ZG;044 210 08 03;www.mbm-management.ch
;;Atlantic'o;Boulevard des Eplatures 21;2300;La Chaux-de-Fonds;NE;032 926 04 04;
;;Atlantis;Klosterberg 13;4051;Basel;BS;061 228 96 96;
;;Atmo's;Rue de la Gare 1;1348;Le Brassus;VD;021 845 57 41;
;;Atrium;Spitalstrasse 24;8180;Bülach;ZH;+41448632238;www.spitalbuelach.ch
;;Atrium Täfernhof;Mellingerstrasse 207;5405;Dättwil;AG;056 470 93 82;www.atrium-taefernhof.ch
;;Au;Austrasse 2;9490;Vaduz;;+4232321117;www.gasthof-au.li
;;Au;Soodstrasse 9;8134;Adliswil;ZH;044 710 62 37;www.zurau.ch
;;Au Chat Noir;Rue Beau-Séjour 27;1003;Lausanne;VD;021 312 95 85;
;;Au Petit Comestible;Rue du Perron 12;1204;Genève;GE;022 311 62 75;www.aupetitcomestible.net
;;Au Pied de Cochon;Place Bourg-de-Four 4;1204;Genève;GE;022 310 47 97;www.pied-de-cochon.ch
;;Au Premier;Bahnhofplatz 15;8001;Zürich;ZH;044 217 15 55;www.aupremier.ch
;;Au P'tit Bonheur;Route de Genève 4;1033;Cheseaux-Lausanne;VD;021 732 15 17;www.wiznoo.ch/cheseaux-sur-lausanne/au-p-tit-bonheur
;;Au Rendez-Vous;Av. Cardinal-Mérmillod 36;1227;Carouge GE;GE;022 301 16 33;www.aurendezvous.ch
;;au violon;Herr Philippe Maire, Im Lohnhof 4;4051;Basel;BS;061 269 87 11;www.au-violon.com
;;Auberge Communale;Rue du Centre 59;1025;St-Sulpice VD;VD;021 691 35 55;www.le-st-sulpice.ch
;;Auberge Communale;Route du Village 21;1184;Luins;VD;021 824 11 59;www.aubergedeluins.ch
;;Auberge Communale;La Croix-Blanche 27;1066;Epalinges;VD;021 784 06 09;
;;Auberge Communale du Mont;Place du Petit-Mont 4;1052;Le Mont-Sur-Lausanne;VD;021 653 23 23;www.aubergedumont.ch/restaurant
;;Auberge de Champvent;Grand-Rue 7;1443;Champvent;VD;024 459 11 11;www.aubergedechampvent.ch
;;Auberge de Choully;Route du Crêt-de-Choully 19;1242;Satigny;GE;+41227531203;
;;Auberge de la Cergniaulaz;Route de la Cergniaule 18;1833;Les Avants;VD;021 964 42 76;www.lacergniaulaz.ch
;;Auberge de la Mairie;Rue du Village 13;1214;Vernier;GE;+41223413175;www.auberge-de-choully.com
;;Auberge de la Mère Royaume;Place Simon-Goulart 4;1201;Genève;GE;022 731 29 20;www.lamereroyaume.ch
;;Auberge de l'Abbaye de Montheron;Route de l'Abbaye 2;1053;Cugy VD;VD;021 731 73 73;www.montheron.ch
;;Auberge de l'Etoile;Place du Château 11;1266;Duillier;GE;022 361 28 12;
;;Auberge de l'Union;Rue du Pont-Levis 11;1162;Saint Prex;VD;021 626 36 76;Auberge-union.ch
;;Auberge de Savièse;Rue des Pâquis 20;1201;Genève;GE;022 732 83 30;www.aubergedesaviese.ch
;;Auberge d'Hauterive;Rue de la Croix d'Or 9;2068;Hauterive NE;NE;032 753 17 98;www.auberge-hauterive.ch
;;Auberge du Grand-Lancy;Rue du Grand-Lancy 66;1212;Grand-Lancy;GE;022 794 16 98;www.auberge-grandlancy.ch
;;Auberge du Prévoux;Le Prévoux 10;2400;Le Locle;NE;032 931 23 13;www.aubergeduprevoux.ch
;;Auberge Port Gitana;Route de Lausanne 314;1293;Bellevue;GE;022 774 31 48;www.port-gitana.ch
;;Aubrey;Schiffbaustrasse 10;8005;Zürich;ZH;044 440 00 20;www.aubrey.ch
;;Aubrücke;Stichstrasse 1;5417;Untersiggenthal;AG;056 299 30 59;aubruecke.sv-restaurant.ch
;;Aubrugg;Gewerbehallenstrasse 2;8304;Wallisellen;ZH;+41448304373;www.restaurant-aubrugg.ch
;;Auenstube;Wiesenweg 1;8303;Bassersdorf;ZH;044 836 66 35;www.auenstube.ch
;;Augarten;Untere Steig 15;8462;Rheinau;ZH;052 319 12 67;www.augarten-rheinau.ch
;;AuGust;Rennweg 1;8001;Zürich;ZH;044 224 28 28;www.au-gust.ch
;;August;Bahnhofstrasse 14;6110;Wolhusen;LU;+41414901115;
;;Auhof;Ueberlandstrasse 215;8050;Zürich;ZH;+41443214477;
;;Aurora;Bahnhofstrasse 61;8001;Zürich;ZH;044 210 03 18;www.aurora-restaurant.ch
;;Ausbildungszentrum;Niederfeldstrasse 3;8450;Andelfingen;ZH;043 259 72 00;
;;Äusserer Lindhof;Blatterstrasse 1;8400;Winterthur;ZH;052 212 45 33;
;;äusserer Stand;Zeughausgasse 17;3011;Bern;BE;031 329 50 50;
;;Autogrill Raststätte Münsingen;Nationalstrasse A6;3110;Münsingen;BE;031 721 36 36;www.autogrill.ch
;;Aux Bonnes Choses;Route de Meyrin 171, Centre Commercial COOP;1214;Vernier;GE;022 341 15 11;www.bisa.ch
;;Aux Bonnes Choses;Avenue Beau-Séjour 26;1206;Genève;GE;022 382 64 53;www.bisa.ch
;;Aux Bonnes Choses Martigny;Av. de Fully 53, CC Cristal;1920;Martigny;VS;;
;;Aux Carrés;Leutschenbachstrasse 71;8050;Zürich;ZH;+41434439484;
;;Avanti Pizza;Stationsstrasse 1;8003;Zürich;ZH;+41433332940;
;;Avenida;Strassburgstrasse 17;8004;Zürich;ZH;+41442419698;www.cafeavenida.ch
;;Avenues;Avenue de Jurigoz 20;1006;Lausanne;VD;+41216016060;www.cafe-des-avenues.ch
;;Aviolino;Flughafen;8060;Zürich-Flughafen;ZH;+41438166011;www.autogrill.ch
;;Avusy (Chez Casa);Route d'Avusy 16 B;1285;Athenaz (Avusy);GE;022 756 26 70;www.restaurant-cafe-avusy-chez-casa.ch/
;;Axoi;Meinrad-Lienert-Strasse 21;8003;Zürich;ZH;043 540 26 05;www.axoi.ch
;;Aya;Heinrichstrasse 269;8005;Zürich;ZH;+41442718008;
;;Ayverdi's;Genossenschaftsstrasse 18;8050;Zürich;ZH;043 544 99 50;www.ayverdis.ch
;;Ayverdi's;Badenerstrasse 415;8003;Zürich;ZH;043 544 99 50;www.ayverdis.ch
;;Ayverdi's;Wehntalerstrasse 289;8046;Zürich;ZH;043 544 99 50;www.ayverdis.ch
;;AZ Limmat;Limmatstrasse 186;8005;Zürich;ZH;;
;;Azzurro;Hohlstrasse 451;8048;Zürich;ZH;044 492 48 08;www.ristoranteazzurro.ch
;;AZZURRO;Weinbergstrasse 95;8006;Zürich;ZH;044 251 35 55;www.azzurro.ch
;;B D'Armand;Chemin de la Florence 9;1208;Genève;GE;022 346 36 42;www.lebdarmand.ch
;;B&B;Oberer Graben 8;8400;Winterthur;ZH;052 213 18 88;https://www.xn--brhlgut-o2a.ch/dienstleistungen/gastronomie/cafe-bb-oberer-graben/
;;b.good;Nansenstrasse 3;8050;Zürich;ZH;044 313 96 35;www.bgoodrestaurants.ch
;;b.good;Aeschenvorstadt 55;4051;Basel;BS;061 271 18 48;www.bgoodrestaurants.ch
;;b.good;Oberdorfstrasse 8;8001;Zürich;ZH;044 260 88 08;www.bgoodrestaurants.ch
;;b.good;Claraplatz 2-3;4058;Basel;BS;061 511 23 55;www.bgoodrestaurants.ch
;;b.good;Langstrasse 211;8005;Zürich;ZH;044 380 00 38;www.bgoodrestaurants.ch
;;Baarerhof/Costa Smeralda;Baarerstrasse 65;6300;Zug;ZG;041 711 25 35;www.baarerhof.ch
;;bababobo;Bruggacherstrasse 26;8117;Fällanden;ZH;044 826 08 09;www.bababobo.ch
;;Babos;Langstrasse 192;8005;Zürich;ZH;076 703 42 25;
;;Babu's;Löwenstrasse 1;8001;Zürich;ZH;044 212 87 37;babus.ch
;;Bacaro;Flughafen;8058;Zürich-Flughafen;ZH;+41438166025;www.bacaro.ch
;;Bach & Buck;Rue de la Serre 97;2300;La Chaux-de-Fonds;NE;+41329135376;
;;Bächli;Im Bächli 1;8303;Bassersdorf;ZH;044 838 51 11;
;;Bächlihof;Blaubrunnenstrasse 70;8645;Jona;SG;055 212 21 27;www.juckerfarm.ch
;;Bachmann;Baarerstrasse 22;6300;Zug;ZG;041 711 79 70;Confiserie.ch
;;Bachmann;Hinterbergstrasse 40;6312;Steinhausen;ZG;041 740 33 15;www.confiserie.ch
;;Bachmann;Zugerstrasse 34;6030;Ebikon;LU;041 740 33 15;www.confiserie.ch
;;Bachmann;Shopping Center 7;8957;Spreitenbach;AG;056 410 11 60;www.confiserie.ch
;;Bachmann;Pilatusstrasse 14;6002;Luzern;LU;041 210 36 51;www.confiserie.ch
;;Bachmann;Rössligasse 17;6002;Luzern;LU;041 412 22 22;www.confiserie.ch
;;Bachmann;Alpenstrasse 9;6002;Luzern;LU;041 410 82 20;www.confiserie.ch
;;Bachmann;Stauffacherstrasse 1;6020;Emmenbrücke;LU;041 261 08 18;www.confiserie.ch
;;Bachmann;Schwanenplatz 7;6002;Luzern;LU;041 410 91 44;www.confiserie.ch
;;Bachmann;Bitzistrasse 2;6370;Stans;NW;041 610 20 15;www.confiserie.ch
;;Bachmann;Kalanderplatz 4;8045;Zürich;ZH;043 817 62 47;www.confiserie.ch
;;Bachmann;Bahnhofstrasse 89;8001;Zürich;ZH;;www.confiserie.ch
;;Bachmann;Werkhofstrasse 20;6002;Luzern;LU;041 227 70 20;www.confiserie.ch
;;Bachmann Café EG;Ringstrasse 19, Pilatusmarkt;6010;Kriens;LU;041 340 93 10;www.confiserie.ch
;;Bachmann Coffee Lounge 2. OG;Ringstrasse 19, Pilatusmarkt;6010;Kriens;LU;041 340 93 09;www.confiserie.ch
;;Bachmann Gleis 3;Bahnhof Luzern, EG;6002;Luzern;LU;041 210 42 25;www.confiserie.ch
;;Bachmann UG;Bahnhof Luzern;6002;Luzern;LU;041 211 33 28;www.confiserie
;;Bachtel;Höhenstrasse 28;8342;Wernetshausen;ZH;+41449373193;
;;Bachtel Kulm;Bachtelstrasse 1115;8342;Wernetshausen;ZH;044 937 33 88;www.bachtel-kulm.ch
;;Bachtel-Ranch;Unterbachstrasse 2;8342;Wernetshausen;ZH;+41449373187;
;;BACKbAR;Seefeldstrasse 169;8008;Zürich;ZH;+41444224717;www.backbar.ch
;;Bäckeranlage;Hohlstrasse 67;8004;Zürich;ZH;+41432438743;www.baeckeranlage.ch
;;Bäckerei am Obertor;Obertor 9 A;8400;Winterthur;ZH;052 363 11 66;www.znuenibeck.ch
;;Bäckerei Frei;Bahnhofstrasse 16;5300;Turgi;AG;056 223 25 58;www.baeckerei-frei.ch
;;Bäckerei Frei;Landstrasse 19;5300;Turgi;AG;056 223 31 61;www.baeckerei-frei.ch
;;Bäckerei Konditorei & Confiserie Wick AG;Oberrütelistrasse 7;8753;Mollis;GL;055 612 12 32;
;;Bäckerei-Konditorei Frei AG;Alte Poststrasse 1;5417;Untersiggenthal;AG;056 290 33 22;
;;Backmarkt;Ifangstrasse 9;8952;Schlieren;ZH;044 755 27 55;
;;Backstein;Wülflingerstrasse 29;8400;Winterthur;ZH;052 222 82 64;www.baeckereibackstein.ch
;;Backstein;Schaffhauserstrasse 520;8052;Zürich;ZH;044 301 09 09;www.baeckereibackstein.ch
;;Backstein;Rietbachstrasse 13;8952;Schlieren;ZH;044 554 78 80;
;;Backwerk Winterthur;Bahnhofplatz 4;8400;Winterthur;ZH;052 202 36 17;
;;Bad Bubendorf;Kantonsstrasse 3;4416;Bubendorf;BL;+41619355555;www.badbubendorf.ch
;;Bad Hunter;Seidengasse 1, Jelmoli;8001;Zürich;ZH;044 260 84 87 bureau;www.badhunter.ch
;;Badi Beiz;Seeweg 5;8610;Uster;ZH;+41449401166;
;;Badi Bistro;Bruggerstrasse 37;5400;Baden;ZH;076 479 91 22;www.badibistro-baden.ch
;;Badi Diner Zürich;Wallisellenstrasse 100;8050;Zürich;ZH;044 313 92 34;
;;Badi Wollishofen;Seestrasse 451;8038;Zürich;ZH;044 480 02 02;
;;Baer + Post;Curins 108;7530;Zernez;GR;081 851 55 00;www.neu.baer-post.ch
;;Bagatelle;Boulevard James Fazy 20;1201;Genève;GE;+41227322629;
;;Bagel & Juice Factory;Route de l'Aéroport 21;1215;Genève 15 Aéroport;GE;022 723 20 86;
;;Bagel & Juice Factory;Place Cornavin 7, Gare CFF Genève Cointrin;1201;Genève;GE;;www.bisa.ch
;;Bagel House;Rue du Marché 3;1204;Genève;GE;079 132 80 85;www.bagelhousecafe.ch
;;Bagel Lausanne;Rue du Simplon 32, Gare CFF;1006;Lausanne;VD;;
;;Bagel Pont-Rouge;Esplanade de Pont-Rouge 2;1212;Grand-Lancy;GE;;
;;Bagelboys;Dialogweg 11;8050;Zürich;ZH;+41443102080;www.bagelboys.ch
;;Bagelstein;Rue de la Morache 6, CC Nyon La Combe;1260;Nyon;VD;022 361 05 95;www.bagelstein.ch
;;Bagelstein;Rue de la Fleur-de-Lys 26;2074;Marin-Epagnier;GE;;www.bagelstein.ch
;;Baguette;Im Zentrum 18;8604;Volketswil;ZH;+41448101331;
;;Baguette d'Or;Avenue Henri-Dunant 15;1205;Genève;GE;022 329 71 60;
;;Bahnhof;Motta 2;6830;Chiasso;TI;091 683 90 50;/www.bahnhofhaus.com
;;Bahnhof;Stationsstrasse 7;8545;Rickenbach Sulz;ZH;+41523371340;
;;Bahnhof;Etzelstrasse 2;8832;Wollerau;SZ;044 784 14 56;www.bahnhoefli-wollerau.ch
;;Bahnhof;Gotthardstrasse 18;8800;Thalwil;ZH;043 535 37 94;
;;Bahnhof;Bahnhofstrasse 27;4402;Frenkendorf;BL;078 735 34 34;www.bahnhof-frenkendorf.ch
;;Bahnhof;Bahnhofstrasse 14;3280;Murten;FR;+41266702256;
;;Bahnhof;Station 15;3111;Tägertschi;BE;+41317211029;
;;Bahnhof;Bahnhofstrasse 74;9450;Altstätten SG;SG;071 755 52 98;www.restaurant-bahnhof-altstaetten.ch
;;Bahnhof;Seestrasse 308;8804;Au ZH;ZG;043 833 09 23;www.rest-bahnhof-au.ch
;;Bahnhof;Bahnhofstrasse 41;4950;Huttwil;BE;062 962 21 09;
;;Bahnhof;Bahnhofstrasse 39;8706;Meilen;ZH;044 923 04 08;
;;Bahnhof;Südstrasse 1;9475;Sevelen;SG;+41817851745;
;;Bahnhof;Stationsweg 1;3428;Wiler b.Utzenstorf;BE;+41326654940;www.schoris-bahnhof.ch
;;Bahnhof;Neue Dorfstrasse 1;8135;Langnau am Albis;ZH;+41447133131;
;;Bahnhof;Bahnhofstrasse 11;8494;Bauma;ZH;+41523861931;
;;Bahnhof;Frauenfelderstrasse;8252;Schlatt;TG;;www.hotelbahnhofschlatt.ch
;;Bahnhof;Schaffhauserstrasse 51;8152;Glattbrugg;ZH;+41448096212;www.railwaygastro.ch
;;Bahnhof;Usterstrasse 6;8133;Esslingen;ZH;043 277 07 70;www.ristorantebahnhof.ch
;;Bahnhof;Alte Andelfingerstrasse 2;8444;Henggart;ZH;+41523161683;www.gasthof-bahnhof.ch
;;Bahnhof;Dorfstrasse 25;8608;Bubikon;ZH;055 243 14 07;www.pizza-bubikon.ch
;;Bahnhof Imbiss;Bahnhofplatz 8;8953;Dietikon;ZH;+41793569403;
;;Bahnhof Imbiss;Bettlistrasse 1;8600;Dübendorf;ZH;044 821 22 00;
;;Bahnhof Imbiss;Postpassage 5;4051;Basel;BS;+41612729560;
;;Bahnhof Kebap;Ohmstrasse 18;8050;Zürich;ZH;043 333 54 14;
;;Bahnhof La Stazione Saal;Bahnhofstrasse 64;8600;Dübendorf;ZH;044 821 62 06;www.saal.ch
;;Bahnhof Töss;Agnesstrasse 65;8406;Winterthur;ZH;+41525361868;www.bahnhoeflitoess.ch
;;Bahnhof Weissenbühl;Chutzenstrasse 30;3007;Bern;BE;+41313721602;
;;Bahnhof Wiedikon;Seebahnstrasse 33;8003;Zürich;ZH;044 462 64 24;www.restaurant-bahnhofwiedikon.ch
;;Bahnhof Wülflingen;Wydenweg 15;8408;Winterthur;ZH;+41522221944;
